Date,ID,Holding,IS_HOLDING,Description,Balance2,Value
2022-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,209407.25128
2022-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,44749.95
2022-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,31753.73744
2023-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,33130.917680000006
2023-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,30017.021279999997
2023-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,38122.646759999996
2023-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,1830.21671
2024-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,6142.822139999999
2024-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,1917.25632
2024-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,61298.1225
2024-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,64057.21992
2025-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,65559.9995
2025-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros corrientes,Debt,118368.30278
2017-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,316966.8445
2017-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,317332.7208
2017-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,335379.85755
2017-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,319807.35172000004
2018-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,298217.04933999997
2018-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,295576.6474
2018-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,491950.2735
2018-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,519755.56452
2019-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,406802.11629000003
2019-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,402027.05268
2019-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,470407.5464
2019-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,417072.08668
2020-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,497588.8554
2020-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,464744.76804
2020-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,548820.76736
2020-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,464581.968
2021-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,468442.77982999996
2021-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,488227.39056
2021-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,405987.32903
2021-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,403143.48675
2022-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,346378.73776
2022-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,396796.86055
2022-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,402359.286
2022-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,315169.42435000004
2023-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,295083.33540000004
2023-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,293803.35503999994
2023-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,344856.74256
2023-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,328864.90888999996
2024-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,362404.89389999997
2024-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,351160.33092000004
2024-09-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,275220.45
2024-12-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,303257.35192000004
2025-03-31,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,289178.3033
2025-06-30,ORO_BLANCO,ORO_BLANCO,1,Otros pasivos financieros no corrientes,Debt,228393.54772
